time_ms,voltage_mV,m,h,n
24.575000000000003,-57.746229585016714,0.11123506824616798,0.45366560642790354,0.39436254219807876
24.6,-57.68804046868586,0.11185479234792349,0.4532702300322142,0.3945546075709735
24.625,-57.629259284257046,0.11248177026196542,0.45286870013757924,0.3947505499671407
24.65,-57.5698610127605,0.11311625177764413,0.45246094629303274,0.39495040622164707
24.675,-57.509819451613126,0.11375849839664977,0.452046894560585,0.39515421527203226
24.700000000000003,-57.44910714349423,0.11440878401132588,0.4516264673359647,0.39536201826190237
24.725,-57.38769530011569,0.11506739563024868,0.4511995831577824,0.3955738586510851
24.75,-57.32555372045925,0.11573463415491418,0.4507661565042224,0.39578978233284007
24.775,-57.262650703011836,0.11641081521173417,0.45032609757628767,0.39600983775866183
24.8,-57.198952951484685,0.1170962700439394,0.44987931206653486,0.39623407607126215
24.825000000000003,-57.13442547345092,0.11779134646842551,0.4494257009121378,0.39646255124636876
24.85,-57.06903147128043,0.11849640990306509,0.4489651600310084,0.3966953202440373
24.875,-57.0027322246879,0.11921184447054688,0.4484975800395849,0.3969324431702378
24.9,-56.93548696414034,0.1199380541854018,0.44802284595076186,0.3971739834495443
24.925,-56.867252734292414,0.12067546423154253,0.4475408368502895,0.3974200080098406
24.950000000000003,-56.7979842465312,0.12142452233838212,0.44705142554980504,0.39767058748003636
24.975,-56.72763371961451,0.12218570026442456,0.44655447821447286,0.3979257964018878
25.0,-56.65615070727846,0.12295949539814018,0.4460498539630088,0.3981857134571236
25.025,-56.58348191156771,0.12374643248696703,0.4455374044376325,0.3984504217111949
25.05,-56.50957098050484,0.12454706550643319,0.4450169733412386,0.39872000887510234
25.075000000000003,-56.43435828856131,0.125361979682681,0.4444883959387886,0.3989945675869016
25.1,-56.35778069821912,0.12619179368312353,0.44395149851960697,0.3992741957146523
25.125,-56.279771300716476,0.127037161991586,0.4434060978169027,0.3995589966827639
25.15,-56.2002591338502,0.1278987774861118,0.4428520003804343,0.39984907982389595
25.175,-56.11916887445756,0.12877737423967273,0.44228900189777565,0.400144560758806
25.200000000000003,-56.03642050291722,0.12967373056634146,0.44171688645912993,0.4004455618067984
25.225,-55.95192893668802,0.13058867233811106,0.44113542576005016,0.40075221242972336
25.25,-55.86560362953906,0.1315230766005099,0.4405443782357693,0.4010646497128057
25.275,-55.77734813270919,0.13247787551852558,0.43994348812009165,0.4013830188859593
25.3,-55.68705961376,0.13345406068816953,0.43933248442094586,0.401707473889668
